x1,x2,x3,x4
0.01,2.36404160403732,2.3562214848191103,2.3370728942370285
0.03162277660168379,2.347679230833207,2.3396623590025065,2.3199954357319768
0.1,2.3311597065380414,2.322998573822102,2.3028841522061154
0.31622776601683794,2.314556984530002,2.306285447819601,2.285766146464753
1.0,2.297919659934086,2.2895735517447457,2.2686370476286517
3.1622776601683795,2.281299289320669,2.2729042305660374,2.25143568662928
10.0,2.264732785963164,2.256280231965866,2.234032777390164
31.622776601683793,2.2482086880513714,2.239633814001404,2.2162612154305132
100.0,2.2316371551978516,2.222813222658573,2.1980000986466166
316.22776601683796,2.2148445697103587,2.2056112795684166,2.179261620429187
1000.0,2.1976152524715293,2.187851401147317,2.1601934464320993
3162.2776601683795,2.1797891287146847,2.1694973702891964,2.1410107034106396
10000.0,2.1613667891546036,2.1506913795601705,2.1219568289906623
31622.776601683792,2.142524801869896,2.131689761205944,2.1033138422906923
100000.0,2.123539579705209,2.1127971951509372,2.085381366233164
316227.7660168379,2.104730357220853,2.0943562062159478,2.068330039956739
