x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1391.018000297636,18.999999999999996,81.50067938181529,122.39797077000267,4.850852521456289,0.00011758344626803399,2.3182894052355387e-11,2.4013043627199764,0.22367905705994395,0.0
1764.604671978688,18.999999999999996,159.33150354357664,239.28454169203664,9.483278318342853,0.00022987228361560618,4.5321896625531286e-11,2.392697483944577,0.20735925846220088,0.0
2122.819487697002,18.999999999999996,233.91499721202158,351.2942616992526,13.922425710300905,0.00033747610099191353,6.653719501181524e-11,2.387767724614887,0.19103945986445775,0.0
2466.5893075541244,18.999999999999996,305.4502395470505,458.72610848581473,18.180143723033044,0.00044068211580273575,8.688541734126729e-11,2.3843419351745028,0.17471966126671457,0.0
2796.768203255838,18.999999999999996,374.12036272923257,561.8551105233189,22.267332231320818,0.0005397545382740138,1.0641865562062707e-10,2.3817383277978315,0.15839986266897146,0.0
3114.1444363476603,18.999999999999996,440.0941173762009,660.9346980079447,26.194035131304155,0.000634936829924494,1.251849110165051e-10,2.3796531503366145,0.14208006407122842,0.0
3419.446652713193,18.999999999999996,503.5272571088853,756.1987822062772,29.96952274870968,0.000726453701120478,1.4322848769568546e-10,2.3779244035423948,0.1257602654734852,0.0
3713.349393530552,18.999999999999996,564.5637661827127,847.8635991156223,33.602364906436854,0.0008145128822157489,1.6059034202520757e-10,2.376455435605625,0.1094404668757421,0.0
3996.4780086113064,18.999999999999996,623.3369505516368,936.1293480273143,37.10049586377985,0.0008993066976619877,1.773083929258771e-10,2.3751839504093097,0.09312066827799897,0.0
4269.413046002087,18.999999999999996,679.970409766738,1021.1816511270191,40.47127216302207,0.000981013468195698,1.9341779832912831e-10,2.374067454094105,0.07680086968025585,0.0
4532.694181535854,18.999999999999996,734.5789046223158,1103.1928565283117,43.721524271009045,0.001059798762616959,2.0895120197923275e-10,2.3730756737828074,0.060481071082512744,0.0
4786.82374337013,18.999999999999996,787.2691333669762,1182.3232039888578,46.85760277858488,0.0011358165176521466,2.239389542267837e-10,2.3721862885817404,0.04416127248477474,0.0
5032.269879190718,18.999999999999996,838.1404275272907,1258.7218699005393,49.88541981543733,0.0012092100418393736,2.3840930995596585e-10,2.371382375086036,0.027841473887026468,0.0
5269.469407481882,18.999999999999996,887.2853768920113,1332.5279058926574,52.81048624863676,0.001280112917211739,2.5238860636149765e-10,2.370650802254652,0.011521675289283929,0.0
5526.493041053716,9.267294320122378,834.7894934958103,1500.1687845745375,71.14332177548079,0.0020635377302136593,4.4505015873954727e-10,2.3622161592491806,0.0,0.0
5847.25392953677,0.4961274901791752,502.8063279820256,1878.4679984046488,185.19861373637485,0.011167499007103333,3.4727412586460844e-9,2.3311404050218067,0.0,0.0
6168.01481801982,0.025667844793325137,260.8687002907614,2043.5064473398477,422.43599329007634,0.05341092231680083,2.405038692539488e-8,2.3015415498261977,0.0,0.0
6488.775706502868,0.0019849506146824955,133.1800548762978,1978.3501122922848,775.5288870094042,0.18594181529310339,1.152985960346182e-7,2.277310329848612,0.0,0.0
6809.536594985917,0.00023397850095796148,70.35238629472374,1783.553878830595,1193.2309194645445,0.48825536472269987,3.955174920780733e-7,2.258052831967916,0.0,0.0
7130.297483468971,3.536534949146093e-5,37.60252518529541,1528.8818014691967,1640.4450080811534,1.0765487515823773,1.1044018440525875e-6,2.241836655942964,0.0,0.0
7451.058371952022,5.785047232261828e-6,19.48067080978261,1245.456516363754,2101.280816340745,2.1683225295479693,2.7893382633270645e-6,2.227035886837031,0.0,0.0
7506.582935234901,3.5082066589732772e-6,16.002178902797926,1159.335723443849,2216.512474361224,2.591883050234896,3.54932216570357e-6,2.2231396212863817,0.0,0.003994244945241699
7469.249613263979,3.38757613629021e-6,15.675202448207305,1145.6244697553627,2209.5420381651534,2.6064327051715654,3.5848917742664776e-6,2.2229554418941455,0.0,0.009381543031439891
7431.451087743763,3.2688924823618565e-6,15.348554575517285,1131.7974540284183,2202.423372535065,2.621302622865238,3.6214521248810235e-6,2.2227679333969963,0.0,0.014769641355044091
7393.177996222969,3.1521791255099355e-6,15.022298121307049,1117.853891951573,2195.1518837505546,2.636503586428915,3.65904433016449e-6,2.222576998927486,0.0,0.020158562731012093
7354.420701833412,3.037459095965889e-6,14.69649826090898,1103.7930291533203,2187.72279076452,2.652046872121267,3.6977117768148894e-6,2.222382537623875,0.0,0.025548330854129088
