x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1417.0428985737708,18.999999999999996,36.01304741448144,54.084505285239764,2.1434665720693435,5.195709112768051e-5,1.0243922738374818e-11,2.411790270232634,0.2247118599600321,0.0,232.5607561159874
1816.9259824990986,18.999999999999996,88.36134789592211,132.70134382924246,5.259193794350714,0.0001274815361209053,2.5134413383203416e-11,2.4002666815419027,0.20898680530375519,0.0,364.2819564969454
2200.5083161310095,18.999999999999996,143.67496815573853,215.77150872966703,8.551414378809728,0.00020728413586661683,4.086839017777786e-11,2.394025453715854,0.19314564534709375,0.0,464.51211903422603
2568.7033733795865,18.999999999999996,199.4028531009944,299.463817607836,11.868291652135092,0.0002876844075550726,5.672020469327723e-11,2.3898172046676134,0.1772433280761758,0.0,547.232873288727
2922.385022498208,18.999999999999996,254.56956169935853,382.31335012359096,15.151768176927463,0.00036727505349154526,7.241239241924098e-11,2.386681344767108,0.16130227416381201,0.0,618.3149279482028
3262.373837786012,18.999999999999996,308.7202333411431,463.63699521538933,18.37477102873819,0.00044539983278989355,8.781556811123986e-11,2.3842052191001013,0.14533418312472204,0.0,680.9089478156307
3589.435758719052,18.999999999999996,361.6270055696281,543.0925483454427,21.52373802402339,0.0005217300015287214,1.0286491622132112e-10,2.3821743912268363,0.12934603726992971,0.0,736.9481313806576
3904.284212259235,18.999999999999996,413.1768783060174,620.5103056481357,24.591943492257336,0.0005961025311444161,1.1752829384129663e-10,2.380463449020721,0.1133423782544466,0.0,787.7247651611161
4207.58333691895,18.999999999999996,463.32047461726336,695.8161126936665,27.57644855953122,0.0006684461840718654,1.3179165568692896e-10,2.378992841369082,0.09732634378133517,0.0,834.1559282853933
4499.951490445023,18.999999999999996,512.0457260410983,768.9918450283133,30.47653492102773,0.0007387435487827821,1.456515688803051e-10,2.377709017244773,0.08130020075276836,0.0,876.9218009767536
4781.964718555391,18.999999999999996,559.3632067275213,840.0533829430415,33.29283194134324,0.0008070098809168455,1.5911104124174034e-10,2.37657425095578,0.06526564453594573,0.0,916.5442613114989
5054.160052116734,18.999999999999996,605.2974578958358,909.037582516423,36.02680029340019,0.000873280586818678,1.721770535288343e-10,2.375560992936127,0.049223978468093,0.0,953.4346241439019
5317.0385815254285,18.999999999999996,649.881623137614,975.9942188961412,38.68041265615016,0.0009376034837304013,1.8485903344670312e-10,2.3746485301211058,0.033176227292817904,0.0,987.9241969382778
5571.068294340785,18.999999999999996,693.154019221524,1040.9808363231375,41.255949611734394,0.0010000338523900845,1.971678802123246e-10,2.3738209096263954,0.017123211932660944,0.0,1020.2846839598927
5816.686679826919,18.999999999999996,735.1558899397143,1104.059374851217,43.75586595629282,0.001060631196439357,2.0911532563543304e-10,2.3730655932546023,0.0010656005231066623,0.0,1050.7422970696562
6132.174288057573,0.8885404581445326,437.6824187895468,1413.4849507405518,120.46312929967567,0.006279157156237108,1.8154419543054152e-9,2.340403134546402,0.0,0.0,1188.90073208008
6452.93518106117,0.019475530707283164,186.6782858084066,1566.8335703509333,347.04260642543005,0.047013976410451574,2.191323459722782e-8,2.302293270534315,0.0,0.0,1251.7322278949816
6773.696074064767,0.0008272293087453074,79.93407530674651,1477.8381243234912,721.0288487280651,0.21516056550450705,1.4884186518792621e-7,2.2726271185926006,0.0,0.0,1215.6636559194696
