x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1417.4791017990688,18.999999999999996,0.23079330835564818,0.3466060997809272,0.01373662539090481,3.3297234793496925e-7,6.564922962832853e-14,2.476628129943482,0.22549405743963027,0.0,416.29682906606877
1819.0181018691949,18.999999999999996,0.8834685295232624,1.3267957527840297,0.05258331067386671,1.2746062383607065e-6,2.513029029190862e-13,2.4593940622586876,0.2109392703019121,0.0,814.4924041340196
2205.499016061673,18.999999999999996,1.9041189332635318,2.859611665865447,0.11333157218607146,2.7471288334719606e-6,5.416272333894388e-13,2.4495348344293078,0.1963755796634713,0.0,1195.7448862247848
2577.741219531261,18.999999999999996,3.245540670685199,4.874162953689651,0.19317187617696124,4.682437741094231e-6,9.23195071278059e-13,2.4426883350507147,0.18180360634065473,0.0,1561.1154591652805
2936.506769144093,18.999999999999996,4.866325889265309,7.308263176079751,0.28963966176995676,7.0207926248384255e-6,1.3842279398255358e-12,2.4374878493335883,0.16722391465012384,0.0,1911.5782976482747
3282.5052114256605,18.999999999999996,6.730091243108871,10.107271712354441,0.40056942253600153,9.709702152981392e-6,1.9143765847734772e-12,2.4333248457761125,0.15263701870324295,0.0,2248.0293272502513
3616.39793010422,18.999999999999996,8.804819574122135,13.223105096090848,0.5240555239055823,1.2702974222378423e-5,2.5045337153658457e-12,2.4298749005357165,0.13804338787609605,0.0,2571.293944310029
3938.80208147022,18.999999999999996,11.062296520954575,16.613390912702137,0.6584186706024292,1.5959903137481722e-5,3.146673747584125e-12,2.4269445090159754,0.1234434515785784,0.0,2882.1338373418876
4250.294160516482,18.999999999999996,13.477627021429402,20.240741681301703,0.8021771292710921,1.9444572054063704e-5,3.833715273110632e-12,2.4244089766623658,0.10883760342529902,0.0,3181.253029963327
4551.413236114678,18.999999999999996,16.028819271824215,24.07213004347226,0.9540219660800053,2.3125252744937158e-5,4.55940271641422e-12,2.4221832619169756,0.09422620489414893,0.0,3469.3032473014123
4842.663889280007,18.999999999999996,18.69642581797471,28.07834975278245,1.1127956847630776,2.6973887791451076e-5,5.3182042430009515e-12,2.4202067909500276,0.0796095885445766,0.0,3746.888692821181
5124.518884834649,18.999999999999996,21.463233176548556,32.233549547061834,1.277473753136532,3.0965642790900245e-5,6.105223472087337e-12,2.4184349083760632,0.06498806085624528,0.0,4014.57030994986
5397.421603456487,18.999999999999996,24.313992796736713,36.51482910584235,1.447148590162996,3.5078518206982566e-5,6.9161229485683005e-12,2.416833762245219,0.05036190473936849,0.0,4272.869592313952
5661.788258150398,18.999999999999996,27.235187333581468,40.901888038924014,1.621015654734723,3.929301216539973e-5,7.747057659391088e-12,2.4153770904006824,0.03573138176023631,0.0,4522.2719975098835
5918.009916565184,18.999999999999996,30.2148271621643,45.376720290756644,1.7983613343676426,4.3591826878844235e-5,8.594617151951905e-12,2.4140441185549264,0.021096734124042765,0.0,4763.230011806938
6166.454348262158,18.999999999999996,33.242272855080145,49.92334753656537,1.9785523792085453,4.795961252998806e-5,9.45577503775705e-12,2.412818138382086,0.00645818641115397,0.0,4996.165906801201
6452.93518106117,4.6673934241098627e-7,0.421810317282922,50.59993799330639,160.18197194286427,0.3101426884582342,5.465034547728303e-7,2.243923667813251,0.0,0.0,5029.9074540843385
6773.696074064767,7.026402187997773e-10,0.06428842040573537,39.1517242120282,629.2161994902963,6.184906775087855,2.4555975874712065e-5,2.1846400274601803,0.0,0.0,4424.461787157183
