x1,x2,x3,x4
0.01,0.08,2.3741027099981213,2.360030746888336
0.1,0.08,2.3741027099981213,2.3269438592258798
1.0,0.08,2.3741027099981213,2.2935848288120115
10.0,0.08,2.3741027099981213,2.260330664746031
100.0,0.08,2.3741027099981213,2.2270472167334088
1000.0,0.08,2.3741027099981213,2.1925314914949596
10000.0,0.08,2.3741027099981213,2.155761861365357
100000.0,0.08,2.3741027099981213,2.117852641464938
0.01,0.8,2.3741733231019593,2.3600356340193884
0.1,0.8,2.3741733231019593,2.326937960519994
1.0,0.8,2.3741733231019593,2.2935675079257343
10.0,0.8,2.3741733231019593,2.2603025087356654
100.0,0.8,2.3741733231019593,2.227011051094694
1000.0,0.8,2.3741733231019593,2.192495862680195
10000.0,0.8,2.3741733231019593,2.1557373643453803
100000.0,0.8,2.3741733231019593,2.117839856483185
0.01,8.0,2.3743966136706876,2.3600503893450284
0.1,8.0,2.3743966136706876,2.3269188102724496
1.0,8.0,2.3743966136706876,2.2935125865981805
10.0,8.0,2.3743966136706876,2.260213702573357
100.0,8.0,2.3743966136706876,2.226897249679012
1000.0,8.0,2.3743966136706876,2.1923838707520167
10000.0,8.0,2.3743966136706876,2.155660273014433
100000.0,8.0,2.3743966136706876,2.1177995374660976
0.01,80.0,2.3751024780160837,2.360090203360496
0.1,80.0,2.3751024780160837,2.326853442800197
1.0,80.0,2.3751024780160837,2.293337572608179
10.0,80.0,2.3751024780160837,2.2599352772349564
100.0,80.0,2.3751024780160837,2.2265430277198694
1000.0,80.0,2.3751024780160837,2.1920363751832035
10000.0,80.0,2.3751024780160837,2.155420171057836
100000.0,80.0,2.3751024780160837,2.1176731315545356
0.01,800.0,2.377327007009012,2.3601522391661747
0.1,800.0,2.377327007009012,2.32660370471587
1.0,800.0,2.377327007009012,2.292775044293926
10.0,800.0,2.377327007009012,2.2590814659686655
100.0,800.0,2.377327007009012,2.2254791488574464
1000.0,800.0,2.377327007009012,2.191000650024965
10000.0,800.0,2.377327007009012,2.1546956913979356
100000.0,800.0,2.377327007009012,2.1172839632504634
0.01,8000.0,2.3841371945679595,2.3598532929097824
0.1,8000.0,2.3841371945679595,2.3255347210773896
1.0,8000.0,2.3841371945679595,2.291015985946678
10.0,8000.0,2.3841371945679595,2.25669334983072
100.0,8000.0,2.3841371945679595,2.222641395378112
1000.0,8000.0,2.3841371945679595,2.1882586113212037
10000.0,8000.0,2.3841371945679595,2.15269876785233
100000.0,8000.0,2.3841371945679595,2.116148330149938
0.01,80000.0,2.401317717777934,2.357263692521323
0.1,80000.0,2.401317717777934,2.322047087009598
1.0,80000.0,2.401317717777934,2.2868439231628486
10.0,80000.0,2.401317717777934,2.2518367446444083
100.0,80000.0,2.401317717777934,2.217182121416709
1000.0,80000.0,2.401317717777934,2.1828124703756444
10000.0,80000.0,2.401317717777934,2.14826916586592
100000.0,80000.0,2.401317717777934,2.1132668734034943
0.01,800000.0,2.427992899678001,2.351973263249167
0.1,800000.0,2.427992899678001,2.316530907300894
1.0,800000.0,2.427992899678001,2.281117236889746
10.0,800000.0,2.427992899678001,2.2457832216812417
100.0,800000.0,2.427992899678001,2.2106288433396046
1000.0,800000.0,2.427992899678001,2.1758130256389414
10000.0,800000.0,2.427992899678001,2.141482409654995
100000.0,800000.0,2.427992899678001,2.10775145792818
0.01,8.0e6,2.4572071490428575,2.3461083465512935
0.1,8.0e6,2.4572071490428575,2.3106395429719244
1.0,8.0e6,2.4572071490428575,2.2751795625014313
10.0,8.0e6,2.4572071490428575,2.239742349861737
100.0,8.0e6,2.4572071490428575,2.20436319179864
1000.0,8.0e6,2.4572071490428575,2.169133851123633
10000.0,8.0e6,2.4572071490428575,2.1343004477748395
100000.0,8.0e6,2.4572071490428575,2.1005140778288522
