x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1416.659732417807,18.999999999999996,67.444609499403,101.28852182236022,4.0142469551218545,9.730433755023481e-5,1.9184640524309583e-11,2.403734824918389,0.22402341711349152,0.0,71.16478125532402
1815.7083916358938,18.999999999999996,139.27252828623912,209.15991100372324,8.289384826375267,0.00020093260535460205,3.961611476313591e-11,2.394425011970887,0.20784588122059774,0.0,102.26434153792887
2198.1938681559036,18.999999999999996,209.42150861514668,314.50986524912184,12.464593679689374,0.00030213861887283907,5.957001442607148e-11,2.389187818610427,0.19163862393540687,0.0,125.40132879063164
2565.1117215163963,18.999999999999996,277.35602522242203,416.534131071706,16.507999497627175,0.00040014975993111443,7.889400918231474e-11,2.385580694377392,0.17541644370022963,0.0,144.3146096332084
2917.3856997737084,18.999999999999996,342.9684752665078,515.0711101933325,20.413197848725765,0.0004948107867199816,9.755749136951792e-11,2.3828545285493847,0.159185013496026,0.0,160.47914353481144
3255.8705606178314,18.999999999999996,406.2757022960264,610.1460983070857,24.181191246963195,0.0005861459999263709,1.1556525214042034e-10,2.3806797044528225,0.14294720753187182,0.0,174.6634046254518
3581.3571937787538,18.999999999999996,467.3416715446113,701.855158597421,27.815786849742473,0.0006742476840891224,1.3293548642597845e-10,2.3788818923477306,0.1267047111502947,0.0,187.3306112995712
3894.577948909629,18.999999999999996,526.249617636036,790.3232930781239,31.321938712510356,0.000759235924267481,1.4969187034127736e-10,2.377357723014102,0.11045860768906364,0.0,198.78673158414324
4196.211683998258,18.999999999999996,583.0900388831647,875.6864123935809,34.70503321943528,0.0008412412850602821,1.6586014616006056e-10,2.3760408899572583,0.09420963924916773,0.0,209.24703252299435
4486.888409949821,18.999999999999996,637.9549562040011,958.0827138412565,37.97054737887498,0.0009203965277739302,1.8146648926158801e-10,2.3748863390911437,0.07795833854059306,0.0,218.8701343081391
4767.193514774525,18.999999999999996,690.9350075119672,1037.6483177180812,41.12387588390675,0.0009968324184131186,1.9653668162902703e-10,2.3738620770247056,0.06170510196614093,0.0,227.77711888138376
5037.671587166012,18.999999999999996,742.1179504971101,1114.5150187926743,44.17024199911274,0.001070675567598891,2.1109568596509508e-10,2.3729445787338395,0.045450233036010895,0.0,236.0630232366638
5298.829871250111,18.999999999999996,791.5879121629296,1188.8091592574374,47.11465289363754,0.0011420473478531876,2.251674322225712e-10,2.3721160498412948,0.029193969593048017,0.0,243.8041385269574
