x1,x2,x3
0.01,14.65,15.0
0.03162277660168379,14.65,15.55
0.1,14.65,16.1
0.31622776601683794,14.65,16.65
1.0,14.65,17.2
3.1622776601683795,14.65,17.9
10.0,14.65,18.7
31.622776601683793,14.65,19.65
100.0,14.65,20.7
316.22776601683796,14.65,21.9
1000.0,14.65,22.95
3162.2776601683795,14.65,23.85
10000.0,14.65,24.55
31622.776601683792,14.65,25.0
100000.0,14.65,25.45
316227.7660168379,14.65,26.1
