Time(s),Current(A),Voltage(V)
0.0,-19.500694274902344,2.1534981727600098
10.000099999999293,-19.5001220703125,2.173287868499756
20.000299999999697,-19.499603271484375,2.1839871406555176
30.001000000000204,-19.49982452392578,2.1906304359436035
40.00120000000061,-19.500640869140625,2.1955227851867676
49.9997000000003,-19.49903106689453,2.19858980178833
59.99990000000071,-19.498504638671875,2.200991153717041
70.0007999999998,-19.499061584472656,2.2024569511413574
80.00170000000071,-19.498641967773438,2.2036099433898926
90.0010000000002,-19.49877166748047,2.203965663909912
100.0002999999997,-19.498558044433594,2.2046895027160645
110.00120000000061,-19.498428344726562,2.2047324180603027
120.0005999999994,-19.49840545654297,2.204990863800049
129.9997999999996,-19.498191833496094,2.2049050331115723
140.0,-19.498390197753906,2.204683780670166
150.0000999999993,-19.497970581054688,2.2045044898986816
160.0000999999993,-19.497970581054688,2.2041916847229004
170.0010000000002,-19.498085021972656,2.2039427757263184
180.0004000000008,-19.49732208251953,2.2034811973571777
189.9997000000003,-19.497886657714844,2.2028985023498535
199.9997999999996,-19.49761199951172,2.202303409576416
209.9999000000007,-19.49781036376953,2.2016215324401855
220.0,-19.49749755859375,2.2009243965148926
230.0000999999993,-19.497222900390625,2.2000441551208496
240.0000999999993,-19.497940063476562,2.1988320350646973
250.0004000000008,-19.497337341308594,2.197761058807373
259.9997000000003,-19.497222900390625,2.1965785026550293
269.9999000000007,-19.496917724609375,2.1949963569641113
280.0,-19.496681213378906,2.1934971809387207
290.0007000000005,-19.49706268310547,2.191601276397705
300.0008999999991,-19.497314453125,2.189744472503662
310.0010000000002,-19.497154235839844,2.187377452850342
320.0004000000008,-19.49749755859375,2.1849865913391113
330.0002999999997,-19.496810913085938,2.182136058807373
340.0005999999994,-19.49755096435547,2.179290294647217
350.0007999999998,-19.496734619140625,2.175788402557373
360.0,-19.49652099609375,2.1722559928894043
370.0002000000004,-19.496864318847656,2.1681694984436035
380.0002000000004,-19.49664306640625,2.1637368202209473
390.0004000000008,-19.496788024902344,2.159043788909912
400.0004000000008,-19.497283935546875,2.15364408493042
409.9997999999996,-19.49640655517578,2.148012638092041
420.0007000000005,-19.496788024902344,2.141831874847412
430.0007000000005,-19.496849060058594,2.135092258453369
440.0007999999998,-19.49664306640625,2.127716541290283
450.0000999999993,-19.497032165527344,2.119987964630127
460.0012000000006,-19.496559143066406,2.1116995811462402
470.0005000000001,-19.496353149414062,2.1029391288757324
479.9997999999996,-19.496299743652344,2.093536853790283
489.9997999999996,-19.49639129638672,2.083853244781494
500.0007000000005,-19.497230529785156,2.0736327171325684
510.0000999999993,-19.496749877929688,2.0631861686706543
520.0,-19.496353149414062,2.0525660514831543
530.0010999999995,-19.496681213378906,2.042036533355713
539.9997000000003,-19.496665954589844,2.0316414833068848
550.0004000000008,-19.496536254882812,2.0213723182678223
560.0007000000005,-19.496612548828125,2.0115771293640137
570.0007999999998,-19.496559143066406,2.001760959625244
580.0,-19.49687957763672,1.9922223091125488
590.0000999999993,-19.496559143066406,1.9825596809387207
600.0007999999998,-19.496322631835938,1.9731545448303223
610.0004000000008,-19.49652099609375,1.9634089469909668
619.9997000000003,-19.4964599609375,1.9538054466247559
629.9999000000007,-19.49689483642578,1.9439358711242676
640.0,-19.49657440185547,1.934492588043213
650.0008999999991,-19.49677276611328,1.9253487586975098
660.0017000000007,-19.496795654296875,1.9165654182434082
670.0010000000002,-19.49646759033203,1.9086813926696777
680.0002000000004,-19.496246337890625,1.9021496772766113
690.0004000000008,-19.49694061279297,1.8971896171569824
699.9997000000003,-19.496429443359375,1.8936457633972168
709.9999000000007,-19.496864318847656,1.8916783332824707
720.0,-19.49639129638672,1.8904118537902832
730.0000999999993,-19.496131896972656,1.890195369720459
740.0002999999997,-19.497085571289062,1.890200138092041
750.0010000000002,-19.49687957763672,1.8907971382141113
760.0012000000006,-19.496719360351562,1.8914103507995605
770.0005000000001,-19.496444702148438,1.8920998573303223
779.9997999999996,-19.496826171875,1.8927054405212402
790.0007000000005,-19.49669647216797,1.8934502601623535
800.0000999999993,-19.49640655517578,1.893974781036377
810.0010000000002,-19.496734619140625,1.894514560699463
820.0002999999997,-19.496681213378906,1.894850254058838
830.0005000000001,-19.496414184570312,1.895097255706787
839.9997999999996,-19.49689483642578,1.8953099250793457
849.9997000000003,-19.49610137939453,1.8952221870422363
860.0,-19.495941162109375,1.8951544761657715
870.0000999999993,-19.496719360351562,1.895087718963623
880.0010000000002,-19.497413635253906,1.894721508026123
890.0015999999996,-19.495986938476562,1.8943886756896973
900.0012999999999,-19.49610137939453,1.893998622894287
910.0010000000002,-19.49627685546875,1.8933215141296387
920.0005000000001,-19.496482849121094,1.8929228782653809
930.0,-19.496177673339844,1.892305850982666
940.0007999999998,-19.49628448486328,1.8915276527404785
950.0,-19.49651336669922,1.8908076286315918
960.0002999999997,-19.496444702148438,1.8900084495544434
970.0004000000008,-19.496551513671875,1.8892149925231934
979.9997000000003,-19.496429443359375,1.888237476348877
989.9999000000007,-19.4959716796875,1.8873934745788574
