Time(s),Current(A),Voltage(V)
0.0,-9.753204345703125,2.2884154319763184
10.000099999997474,-9.752586364746094,2.297377109527588
20.000099999997474,-9.752006530761719,2.3024744987487793
30.000299999999697,-9.752128601074219,2.3058342933654785
40.0012999999999,-9.752128601074219,2.308350086212158
50.00119999999879,-9.752059936523438,2.3102011680603027
60.00300000000061,-9.752204895019531,2.3118042945861816
69.99989999999889,-9.752388000488281,2.3129019737243652
80.00009999999747,-9.752037048339844,2.3139891624450684
90.00249999999869,-9.75189208984375,2.3147788047790527
100.00109999999768,-9.751602172851562,2.3155322074890137
110.00269999999728,-9.751808166503906,2.316049098968506
120.00200000000041,-9.752059936523438,2.3165841102600098
129.9998999999989,-9.751754760742188,2.316993236541748
140.0005999999994,-9.752021789550781,2.3172287940979004
150.00009999999747,-9.75189208984375,2.3176331520080566
160.00179999999818,-9.7510986328125,2.3177037239074707
170.00109999999768,-9.751861572265625,2.3179593086242676
180.0010000000002,-9.751548767089844,2.317992687225342
190.0011999999988,-9.7510986328125,2.318141460418701
199.9997000000003,-9.751708984375,2.318084239959717
210.00169999999707,-9.751388549804688,2.3181185722351074
220.00009999999747,-9.751022338867188,2.317976474761963
230.00109999999768,-9.750946044921875,2.3180222511291504
240.00109999999768,-9.751693725585938,2.3177857398986816
250.0025999999998,-9.751129150390625,2.3177237510681152
260.0012999999999,-9.751243591308594,2.3175835609436035
270.0013999999974,-9.751312255859375,2.31734037399292
279.9998999999989,-9.750656127929688,2.3172831535339355
290.000799999998,-9.751640319824219,2.3168749809265137
300.0023999999976,-9.751007080078125,2.3167977333068848
310.0024999999987,-9.75103759765625,2.316403865814209
320.0011999999988,-9.750953674316406,2.316220760345459
330.0028999999995,-9.750808715820312,2.3157877922058105
340.00039999999717,-9.750946044921875,2.3155837059020996
350.0020999999979,-9.750808715820312,2.3151535987854004
360.0,-9.750694274902344,2.314894199371338
370.0,-9.750694274902344,2.3144278526306152
380.0023999999976,-9.750808715820312,2.314152240753174
390.0026999999973,-9.750801086425781,2.3136754035949707
400.0026999999973,-9.751274108886719,2.313260555267334
410.0020000000004,-9.750946044921875,2.312863826751709
419.9997999999978,-9.750694274902344,2.3123459815979004
430.0,-9.750968933105469,2.3120713233947754
440.000799999998,-9.750747680664062,2.311448574066162
450.0001999999986,-9.751091003417969,2.3110547065734863
460.0025999999998,-9.751243591308594,2.310497760772705
470.0001999999986,-9.750625610351562,2.310070514678955
480.0011999999988,-9.75091552734375,2.309521198272705
490.0014999999985,-9.751113891601562,2.309053897857666
500.0,-9.751007080078125,2.3083624839782715
510.0008999999991,-9.750892639160156,2.3078885078430176
520.0001999999986,-9.750129699707031,2.307251453399658
530.0010999999977,-9.750404357910156,2.3066887855529785
540.0011999999988,-9.7510986328125,2.306091785430908
550.0012999999999,-9.751190185546875,2.3054890632629395
560.0013999999974,-9.751350402832031,2.3049302101135254
570.0014999999985,-9.750946044921875,2.3042168617248535
580.0,-9.75103759765625,2.30363130569458
590.0010000000002,-9.750808715820312,2.3028130531311035
600.0024999999987,-9.751220703125,2.3023695945739746
610.0011999999988,-9.750991821289062,2.301558017730713
620.0028999999995,-9.750709533691406,2.300976276397705
630.0004999999983,-9.751388549804688,2.3001561164855957
640.0013999999974,-9.751350402832031,2.2995781898498535
650.000799999998,-9.751113891601562,2.2987303733825684
660.0024999999987,-9.751205444335938,2.2981209754943848
670.0025999999998,-9.750823974609375,2.297372341156006
680.0010999999977,-9.751296997070312,2.2965359687805176
690.0012999999999,-9.750892639160156,2.2958426475524902
700.0028999999995,-9.751296997070312,2.294951915740967
710.0012999999999,-9.752006530761719,2.294254779815674
720.0015999999996,-9.751609802246094,2.293318271636963
730.0024999999987,-9.751113891601562,2.292600154876709
740.0017999999982,-9.751388549804688,2.2916502952575684
750.0025999999998,-9.751335144042969,2.2908501625061035
760.0027999999984,-9.751533508300781,2.290006160736084
770.0012999999999,-9.751152038574219,2.2891030311584473
780.0007000000005,-9.751419067382812,2.288054943084717
790.000799999998,-9.750877380371094,2.287285327911377
800.000799999998,-9.751518249511719,2.2861857414245605
810.0010000000002,-9.751327514648438,2.2852349281311035
820.0024999999987,-9.7508544921875,2.28422212600708
830.0002999999997,-9.751022338867188,2.2831835746765137
840.0012999999999,-9.751426696777344,2.2821383476257324
850.0014999999985,-9.750984191894531,2.2808938026428223
860.0015999999996,-9.750862121582031,2.2798714637756348
870.0023000000001,-9.751190185546875,2.278629779815674
880.0010000000002,-9.750946044921875,2.2775063514709473
890.0025999999998,-9.751533508300781,2.276184558868408
900.0002999999997,-9.751625061035156,2.27500581741333
910.0012999999999,-9.75140380859375,2.273561954498291
920.0013999999974,-9.750457763671875,2.272317409515381
930.0004999999983,-9.751373291015625,2.27079439163208
940.0000999999975,-9.751876831054688,2.2694754600524902
950.0010000000002,-9.751731872558594,2.2679104804992676
960.0025999999998,-9.751258850097656,2.2663159370422363
970.0026999999973,-9.751075744628906,2.2647852897644043
980.0003999999972,-9.751571655273438,2.2630743980407715
990.0013999999974,-9.75128173828125,2.261448383331299
1000.0005999999994,-9.751327514648438,2.259573459625244
1010.0,-9.751640319824219,2.2578377723693848
1020.0023999999976,-9.751190185546875,2.2557759284973145
1030.0026999999973,-9.751457214355469,2.2539944648742676
1040.0011999999988,-9.751296997070312,2.2518467903137207
1050.0004999999983,-9.75177001953125,2.249843120574951
1060.0013999999974,-9.7515869140625,2.2475638389587402
1070.0007000000005,-9.751678466796875,2.245485782623291
1080.003099999998,-9.751274108886719,2.243070125579834
1090.0007000000005,-9.751602172851562,2.240787982940674
1100.0025999999998,-9.751258850097656,2.238341808319092
1110.0011999999988,-9.751426696777344,2.2357544898986816
1120.0002999999997,-9.751655578613281,2.233304500579834
1130.0013,-9.751899719238281,2.2305350303649902
1140.0014999999985,-9.751640319824219,2.227905750274658
1150.002199999999,-9.751953125,2.224989414215088
1160.000799999998,-9.751747131347656,2.22224760055542
1170.0,-9.751838684082031,2.2191061973571777
1180.0025999999998,-9.751350402832031,2.2161831855773926
1190.0011999999988,-9.752021789550781,2.212984561920166
1200.0013,-9.75177001953125,2.209886074066162
1209.999899999999,-9.751495361328125,2.2065529823303223
1220.000799999998,-9.751800537109375,2.2032408714294434
1230.000899999999,-9.751258850097656,2.199876308441162
1240.0001999999986,-9.750770568847656,2.196349620819092
1250.0010999999977,-9.751518249511719,2.192868709564209
1260.0010999999977,-9.751373291015625,2.1891684532165527
1270.0013,-9.751480102539062,2.185612201690674
1280.0013999999974,-9.751495361328125,2.181792736053467
1290.0005999999994,-9.751419067382812,2.178189754486084
1300.0000999999975,-9.751548767089844,2.174172878265381
1310.0025999999998,-9.7515869140625,2.1705031394958496
